Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry
HG03738	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03740	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03741	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03742	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03743	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03744	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03745	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03746	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03750	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03752	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03753	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03754	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03755	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03756	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03757	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03760	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03762	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG03765	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG03767	PJL	Punjabi	SAS	South Asian	1kG	31.549722	74.343611	"Lahore, Pakistan"				1
HG03770	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03771	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03772	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03773	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03774	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03775	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03777	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03778	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03779	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03780	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03781	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03782	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03784	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03785	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03786	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03787	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03788	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03789	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03790	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03792	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03793	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03796	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03800	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03802	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03803	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03805	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03808	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03809	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03812	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03814	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03815	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03817	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03821	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03823	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03824	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03826	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03829	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03830	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03832	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03833	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03836	STU	Sri Lankan	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03837	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03838	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03844	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03846	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03848	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03849	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03850	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03851	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03854	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03856	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03857	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03858	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03861	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03862	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03863	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03864	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03866	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03867	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03868	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03869	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03870	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03871	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03872	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03873	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03874	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03875	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03882	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03884	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03885	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03886	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03887	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03888	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03890	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03894	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03895	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03896	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03897	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03898	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03899	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03900	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03902	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03905	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03907	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03908	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03910	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03911	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03913	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03914	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03916	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03917	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03919	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03920	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03922	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03925	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03926	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03928	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03931	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03934	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03937	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03940	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03941	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG03943	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03944	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03945	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03947	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03949	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03950	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03951	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03953	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03955	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03960	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03963	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03965	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03967	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03968	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03969	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03971	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03973	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03974	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03976	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03977	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03978	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG03985	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03986	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03989	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03990	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03991	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03995	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03998	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG03999	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04001	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04002	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04003	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04006	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04014	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04015	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04017	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04018	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04019	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04020	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04022	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04023	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04025	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04026	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04029	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04033	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04035	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04038	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04039	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04042	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04047	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04054	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04056	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04059	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04060	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04061	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04062	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04063	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04070	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04075	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04076	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04080	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04090	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04093	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04094	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04096	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04098	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04099	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04100	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04106	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04107	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04118	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04131	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04134	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04140	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04141	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04144	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04146	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04152	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04153	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04155	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04156	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04158	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04159	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04161	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04162	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04164	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04171	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04173	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04176	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04177	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04180	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04182	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04183	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04185	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04186	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04188	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04189	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04194	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04195	BEB	Bengali	SAS	South Asian	1kG	23.86731158	90.23812743	Bangladesh				1
HG04198	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04200	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04202	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04206	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04209	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04210	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04211	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04212	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04214	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04216	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04219	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04222	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04225	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04227	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04229	STU	Sri Lankan	SAS	South Asian	1kG	7.61266509	80.70108238	Sri Lankan Tamil				1
HG04235	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04238	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
HG04239	ITU	Indian Telugu	SAS	South Asian	1kG	16.5	80.64					1
NA06984	CEU	CEPH	EUR	European	1kG							0
NA06985	CEU	CEPH	EUR	European	1kG							0
NA06986	CEU	CEPH	EUR	European	1kG							0
NA06989	CEU	CEPH	EUR	European	1kG							0
NA06994	CEU	CEPH	EUR	European	1kG							0
NA07000	CEU	CEPH	EUR	European	1kG							0
NA07037	CEU	CEPH	EUR	European	1kG							0
NA07048	CEU	CEPH	EUR	European	1kG							0
NA07051	CEU	CEPH	EUR	European	1kG							0
NA07056	CEU	CEPH	EUR	European	1kG							0
NA07347	CEU	CEPH	EUR	European	1kG							0
NA07357	CEU	CEPH	EUR	European	1kG							0
NA10847	CEU	CEPH	EUR	European	1kG							0
NA10851	CEU	CEPH	EUR	European	1kG							0
NA11829	CEU	CEPH	EUR	European	1kG							0
NA11830	CEU	CEPH	EUR	European	1kG							0
NA11831	CEU	CEPH	EUR	European	1kG							0
NA11832	CEU	CEPH	EUR	European	1kG							0
NA11840	CEU	CEPH	EUR	European	1kG							0
NA11843	CEU	CEPH	EUR	European	1kG							0
NA11881	CEU	CEPH	EUR	European	1kG							0
NA11892	CEU	CEPH	EUR	European	1kG							0
NA11893	CEU	CEPH	EUR	European	1kG							0
NA11894	CEU	CEPH	EUR	European	1kG							0
NA11918	CEU	CEPH	EUR	European	1kG							0
NA11919	CEU	CEPH	EUR	European	1kG							0
NA11920	CEU	CEPH	EUR	European	1kG							0
NA11930	CEU	CEPH	EUR	European	1kG							0
NA11931	CEU	CEPH	EUR	European	1kG							0
NA11932	CEU	CEPH	EUR	European	1kG							0
NA11933	CEU	CEPH	EUR	European	1kG							0
NA11992	CEU	CEPH	EUR	European	1kG							0
NA11994	CEU	CEPH	EUR	European	1kG							0
NA11995	CEU	CEPH	EUR	European	1kG							0
NA12003	CEU	CEPH	EUR	European	1kG							0
NA12004	CEU	CEPH	EUR	European	1kG							0
NA12005	CEU	CEPH	EUR	European	1kG							0
NA12006	CEU	CEPH	EUR	European	1kG							0
NA12043	CEU	CEPH	EUR	European	1kG							0
NA12044	CEU	CEPH	EUR	European	1kG							0
NA12045	CEU	CEPH	EUR	European	1kG							0
NA12046	CEU	CEPH	EUR	European	1kG							0
NA12058	CEU	CEPH	EUR	European	1kG							0
NA12144	CEU	CEPH	EUR	European	1kG							0
NA12154	CEU	CEPH	EUR	European	1kG							0
NA12155	CEU	CEPH	EUR	European	1kG							0
NA12156	CEU	CEPH	EUR	European	1kG							0
NA12234	CEU	CEPH	EUR	European	1kG							0
NA12249	CEU	CEPH	EUR	European	1kG							0
NA12272	CEU	CEPH	EUR	European	1kG							0
NA12273	CEU	CEPH	EUR	European	1kG							0
NA12275	CEU	CEPH	EUR	European	1kG							0
NA12282	CEU	CEPH	EUR	European	1kG							0
NA12283	CEU	CEPH	EUR	European	1kG							0
NA12286	CEU	CEPH	EUR	European	1kG							0
NA12287	CEU	CEPH	EUR	European	1kG							0
NA12340	CEU	CEPH	EUR	European	1kG							0
NA12341	CEU	CEPH	EUR	European	1kG							0
NA12342	CEU	CEPH	EUR	European	1kG							0
NA12347	CEU	CEPH	EUR	European	1kG							0
NA12348	CEU	CEPH	EUR	European	1kG							0
NA12383	CEU	CEPH	EUR	European	1kG							0
NA12399	CEU	CEPH	EUR	European	1kG							0
NA12400	CEU	CEPH	EUR	European	1kG							0
NA12413	CEU	CEPH	EUR	European	1kG							0
NA12414	CEU	CEPH	EUR	European	1kG							0
NA12489	CEU	CEPH	EUR	European	1kG							0
NA12546	CEU	CEPH	EUR	European	1kG							0
NA12716	CEU	CEPH	EUR	European	1kG							0
NA12717	CEU	CEPH	EUR	European	1kG							0
NA12718	CEU	CEPH	EUR	European	1kG							0
NA12748	CEU	CEPH	EUR	European	1kG							0
NA12749	CEU	CEPH	EUR	European	1kG							0
NA12750	CEU	CEPH	EUR	European	1kG							0
NA12751	CEU	CEPH	EUR	European	1kG							0
NA12760	CEU	CEPH	EUR	European	1kG							0
NA12761	CEU	CEPH	EUR	European	1kG							0
NA12762	CEU	CEPH	EUR	European	1kG							0
NA12763	CEU	CEPH	EUR	European	1kG							0
NA12775	CEU	CEPH	EUR	European	1kG							0
NA12776	CEU	CEPH	EUR	European	1kG							0
NA12777	CEU	CEPH	EUR	European	1kG							0
NA12778	CEU	CEPH	EUR	European	1kG							0
NA12812	CEU	CEPH	EUR	European	1kG							0
NA12813	CEU	CEPH	EUR	European	1kG							0
NA12814	CEU	CEPH	EUR	European	1kG							0
NA12815	CEU	CEPH	EUR	European	1kG							0
NA12827	CEU	CEPH	EUR	European	1kG							0
NA12828	CEU	CEPH	EUR	European	1kG							0
NA12829	CEU	CEPH	EUR	European	1kG							0
NA12830	CEU	CEPH	EUR	European	1kG							0
NA12842	CEU	CEPH	EUR	European	1kG							0
NA12843	CEU	CEPH	EUR	European	1kG							0
NA12872	CEU	CEPH	EUR	European	1kG							0
NA12873	CEU	CEPH	EUR	European	1kG							0
NA12874	CEU	CEPH	EUR	European	1kG							0
NA12878	CEU	CEPH	EUR	European	1kG							0
NA12889	CEU	CEPH	EUR	European	1kG							0
NA12890	CEU	CEPH	EUR	European	1kG							0
NA18486	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
NA18488	YRI	Yoruba	AFR	African	1kG	7.400653	3.900049	"Ibadan, Nigeria"				1
